,condition,comprehension_q,wealthy_family_essential,educated_parents_essential,having_ambition_essential,hard_work_essential,talent_essential,luck_essential,connections_essential,good_education_essential,political_influence_essential,enough_opportunities,more_opportunities_than_parents,hard_work_brings_better_life,people_poor_because_laziness,high_earners_deserve_high,low_earners_deserve_low,ineq_serious_problem,poverty_serious_problem,unequal_hcare_serious_problem,ineq_increasing,govt_regulation_effective,govt_transfers_effective,progressive_taxes_effective,educ_policies_effective,private_charity_effective,govt_should_decrease_ineq,companies_should_decrease_ineq,who_most_responsible,is_resident,state,gender,age,married,has_children,race,religion,education,emp_status,occupation,household_income,subj_relative_income,income_volatile,sol_better_than_past,sol_better_in_future,liberal,political_party,follow_news,has_confidence_in_science,father_occ,mother_occ,father_educ,mother_educ,subj_relative_income_16_yrs,sol_better_than_parents,coronavirus_serious_threat,must_save_economy,satisfied_with_city,satisfied_with_state,satisfied_with_federal_govt,self_became_ill,family_member_became_ill,self_lost_income,family_member_lost_income,self_at_risk,family_member_at_risk,not_affected,affected_in_other_way,how_affected_by_coronavirus_other,days_out_in_past_week,opinion_q_DO,DS_regular_or_reverse,EO_regular_or_reverse,LHW_regular_or_reverse,ED_regular_or_reverse,ISP_regular_or_reverse,GT_regular_or_reverse,GMC_regular_or_reverse,Demog_end_regular_or_reverse,Parents_end_regular_or_reverse,Corona_regular_or_reverse,GMC.3_DO,DQ18_DO
180,corona_class_ineq,Poor and minorities and the virus,1.0,2.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,7.0,6.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,1,North Carolina,2,59,1,0,1,1,7,6,Teacher,7.0,3.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,Pastor,Administrative assistant ,8,3,3.0,3.0,3.0,3.0,3.0,2.0,5.0,0,0,0,0,0,0,1,0,,7.0,"['more_opportunities_than_parents', 'enough_opportunities', '', 'having_ambition_essential', 'educated_parents_essential', 'luck_essential', 'political_influence_essential', 'connections_essential', 'good_education_essential', 'hard_work_essential', 'wealthy_family_essential', 'talent_essential', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'high_earners_deserve_high', 'low_earners_deserve_low', 'progressive_taxes_effective', 'govt_regulation_effective', 'educ_policies_effective', 'private_charity_effective', 'govt_transfers_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible']",DS,EO,LHW_Reverse,ED,ISP_Reverse,GT_Reverse,GMC,Demographics_End,Parents_End_Reverse,Coronavirus,Government|High income individuals themselves|Low income individuals themselves|Private charities|Major companies|Income differences do not need to be reduced,Democrat|Republican|Independent|None
182,corona_natural_ineq,some people need extra care,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,1,California,1,51,0,0,4,2,6,1,no answer,5.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,no answer,no answer,6,6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,1,0,0,0,0,0,,5.0,"['companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'educ_policies_effective', 'private_charity_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'govt_transfers_effective', 'high_earners_deserve_high', 'low_earners_deserve_low', 'enough_opportunities', 'more_opportunities_than_parents', '', 'having_ambition_essential', 'educated_parents_essential', 'wealthy_family_essential', 'talent_essential', 'hard_work_essential', 'good_education_essential', 'luck_essential', 'connections_essential', 'political_influence_essential', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing']",DS,EO,LHW_Reverse,ED,ISP,GT_Reverse,GMC_Reverse,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus,Major companies|High income individuals themselves|Government|Low income individuals themselves|Private charities|Income differences do not need to be reduced,Democrat|Republican|Independent|None
183,corona_natural_ineq,About the people who are at most risk when it comes to corona virus ,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,6.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,5.0,1,Florida,2,25,0,0,1,10,4,1,Construction ,7.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,Owned an auto body shop,Secretary ,4,3,3.0,2.0,4.0,4.0,4.0,2.0,4.0,0,0,1,1,0,1,0,0,,2.0,"['govt_transfers_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'govt_regulation_effective', 'private_charity_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'ineq_serious_problem', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'high_earners_deserve_high', 'low_earners_deserve_low', 'enough_opportunities', 'more_opportunities_than_parents', '', 'educated_parents_essential', 'connections_essential', 'talent_essential', 'wealthy_family_essential', 'political_influence_essential', 'having_ambition_essential', 'good_education_essential', 'luck_essential', 'hard_work_essential', 'people_poor_because_laziness', 'hard_work_brings_better_life']",DS,EO_Reverse,LHW_Reverse,ED,ISP,GT,GMC_Reverse,Demographics_End,Parents_End,Coronavirus,Low income individuals themselves|Government|Major companies|Private charities|High income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
184,corona_control,The coronovirus has spread throughout the world,5.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,1.0,2.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,5.0,1.0,5.0,1.0,1.0,6.0,5.0,6.0,1,Mississippi,2,30,1,1,1,2,6,1,Administrative Assistant,6.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,Accountant,Teacher,6,6,3.0,4.0,5.0,1.0,5.0,4.0,1.0,0,0,0,1,0,1,0,0,,7.0,"['', 'connections_essential', 'wealthy_family_essential', 'talent_essential', 'luck_essential', 'having_ambition_essential', 'educated_parents_essential', 'good_education_essential', 'political_influence_essential', 'hard_work_essential', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'enough_opportunities', 'more_opportunities_than_parents', 'high_earners_deserve_high', 'low_earners_deserve_low', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'govt_transfers_effective', 'govt_regulation_effective', 'educ_policies_effective', 'private_charity_effective', 'progressive_taxes_effective']",DS,EO_Reverse,LHW_Reverse,ED_Reverse,ISP_Reverse,GT,GMC_Reverse,Demographics_End,Parents_End,Coronavirus_Reverse,Major companies|High income individuals themselves|Private charities|Low income individuals themselves|Government|Income differences do not need to be reduced,Democrat|Republican|Independent|None
186,corona_class_ineq,best,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,6.0,2.0,5.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,3.0,1,Florida,1,39,1,1,1,2,8,1,Bank manager,11.0,3.0,2.0,5.0,3.0,4.0,1.0,4.0,3.0,nothing,yes,8,9,3.0,5.0,4.0,4.0,5.0,5.0,4.0,0,1,0,0,0,0,0,0,,5.0,"['companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'educ_policies_effective', 'govt_transfers_effective', 'private_charity_effective', 'govt_regulation_effective', 'progressive_taxes_effective', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'enough_opportunities', 'more_opportunities_than_parents', 'high_earners_deserve_high', 'low_earners_deserve_low', 'ineq_serious_problem', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', '', 'luck_essential', 'wealthy_family_essential', 'having_ambition_essential', 'connections_essential', 'hard_work_essential', 'political_influence_essential', 'educated_parents_essential', 'talent_essential', 'good_education_essential']",DS_Reverse,EO_Reverse,LHW_Reverse,ED_Reverse,ISP,GT,GMC,Demographics_End,Parents_End_Reverse,Coronavirus,Major companies|Private charities|High income individuals themselves|Low income individuals themselves|Government|Income differences do not need to be reduced,Republican|Democrat|Independent|None
187,corona_natural_ineq,Corona virus and how much more of a risk it is for the elderly and those with pre-existing diseases,2.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1,Texas,2,30,1,0,4,10,6,1,Data Entry,3.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,Restaurant Manager,Auto Cad Designer,6,6,4.0,2.0,2.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1,0,,5.0,"['people_poor_because_laziness', 'hard_work_brings_better_life', 'high_earners_deserve_high', 'low_earners_deserve_low', 'more_opportunities_than_parents', 'enough_opportunities', '', 'talent_essential', 'having_ambition_essential', 'luck_essential', 'wealthy_family_essential', 'educated_parents_essential', 'hard_work_essential', 'connections_essential', 'good_education_essential', 'political_influence_essential', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'progressive_taxes_effective', 'private_charity_effective', 'govt_transfers_effective', 'educ_policies_effective', 'govt_regulation_effective']",DS,EO_Reverse,LHW,ED_Reverse,ISP_Reverse,GT_Reverse,GMC_Reverse,Demographics_End_Reverse,Parents_End,Coronavirus,High income individuals themselves|Low income individuals themselves|Major companies|Private charities|Government|Income differences do not need to be reduced,Republican|Democrat|Independent|None
190,corona_natural_ineq,covid19 affects those over 65 with underlying conditions more often,2.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,6.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,6.0,1,Illinois,2,72,1,0,1,2,4,6,retired,7.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,manager,teacher,4,6,3.0,3.0,5.0,1.0,5.0,5.0,1.0,0,0,0,0,1,1,0,0,,2.0,"['govt_transfers_effective', 'private_charity_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'educ_policies_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'ineq_serious_problem', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'high_earners_deserve_high', 'low_earners_deserve_low', '', 'connections_essential', 'having_ambition_essential', 'educated_parents_essential', 'good_education_essential', 'hard_work_essential', 'wealthy_family_essential', 'luck_essential', 'talent_essential', 'political_influence_essential', 'more_opportunities_than_parents', 'enough_opportunities']",DS_Reverse,EO,LHW_Reverse,ED_Reverse,ISP,GT,GMC_Reverse,Demographics_End,Parents_End,Coronavirus_Reverse,Private charities|High income individuals themselves|Major companies|Government|Low income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
191,corona_control,The whole world is suffering in covid19,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,7.0,7.0,1.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,3.0,4.0,7.0,7.0,5.0,1,Ohio,1,40,1,1,1,5,7,1,Director in a IT farm,10.0,4.0,3.0,5.0,5.0,3.0,1.0,5.0,2.0,Doctor,Teacher,9,7,4.0,4.0,4.0,1.0,4.0,4.0,4.0,0,0,1,0,0,0,0,0,,0.0,"['govt_transfers_effective', 'private_charity_effective', 'educ_policies_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'enough_opportunities', 'more_opportunities_than_parents', 'low_earners_deserve_low', 'high_earners_deserve_high', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'hard_work_brings_better_life', 'people_poor_because_laziness', '', 'connections_essential', 'hard_work_essential', 'good_education_essential', 'luck_essential', 'educated_parents_essential', 'political_influence_essential', 'having_ambition_essential', 'talent_essential', 'wealthy_family_essential']",DS_Reverse,EO_Reverse,LHW,ED_Reverse,ISP_Reverse,GT_Reverse,GMC_Reverse,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus,Government|Low income individuals themselves|Major companies|Private charities|High income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
192,corona_control,The coronavirus outbreak,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,1,Florida,2,27,0,1,3,2,4,5,Student,8.0,3.0,1.0,5.0,5.0,3.0,3.0,4.0,2.0,Handyman ,Doctor,6,9,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0,0,0,1,0,1,0,0,,1.0,"['', 'hard_work_essential', 'having_ambition_essential', 'wealthy_family_essential', 'talent_essential', 'political_influence_essential', 'connections_essential', 'good_education_essential', 'luck_essential', 'educated_parents_essential', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'low_earners_deserve_low', 'high_earners_deserve_high', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'enough_opportunities', 'more_opportunities_than_parents', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'private_charity_effective', 'govt_transfers_effective', 'govt_regulation_effective', 'progressive_taxes_effective', 'educ_policies_effective']",DS_Reverse,EO_Reverse,LHW_Reverse,ED_Reverse,ISP_Reverse,GT,GMC,Demographics_End_Reverse,Parents_End,Coronavirus,Major companies|Low income individuals themselves|Private charities|Government|High income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
195,corona_control,covid-19 and the spread around the world,1.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,5.0,1,Iowa,1,63,0,0,1,2,4,6,retired,12.0,4.0,1.0,4.0,3.0,3.0,2.0,5.0,2.0,government,government,3,6,3.0,5.0,3.0,1.0,4.0,4.0,2.0,0,0,0,0,0,0,1,0,,5.0,"['govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'private_charity_effective', 'progressive_taxes_effective', 'govt_transfers_effective', 'govt_regulation_effective', 'educ_policies_effective', 'high_earners_deserve_high', 'low_earners_deserve_low', '', 'hard_work_essential', 'talent_essential', 'wealthy_family_essential', 'educated_parents_essential', 'connections_essential', 'good_education_essential', 'having_ambition_essential', 'political_influence_essential', 'luck_essential', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'enough_opportunities', 'more_opportunities_than_parents', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_serious_problem', 'ineq_increasing']",DS_Reverse,EO,LHW_Reverse,ED,ISP,GT_Reverse,GMC,Demographics_End,Parents_End_Reverse,Coronavirus_Reverse,Low income individuals themselves|Private charities|Major companies|High income individuals themselves|Government|Income differences do not need to be reduced,Republican|Democrat|Independent|None
200,corona_natural_ineq,Covid19 and those who are affected the worst ,3.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,3.0,2.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,1,Maryland,2,47,0,0,1,1,7,1,Teacher ,8.0,3.0,1.0,2.0,4.0,2.0,1.0,5.0,2.0,Government ,Government ,6,5,5.0,2.0,2.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,1,0,,7.0,"['companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'progressive_taxes_effective', 'educ_policies_effective', 'govt_transfers_effective', 'private_charity_effective', 'govt_regulation_effective', '', 'hard_work_essential', 'political_influence_essential', 'luck_essential', 'educated_parents_essential', 'talent_essential', 'wealthy_family_essential', 'good_education_essential', 'connections_essential', 'having_ambition_essential', 'more_opportunities_than_parents', 'enough_opportunities', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'low_earners_deserve_low', 'high_earners_deserve_high']",DS_Reverse,EO,LHW,ED,ISP,GT_Reverse,GMC,Demographics_End,Parents_End,Coronavirus,Low income individuals themselves|High income individuals themselves|Major companies|Government|Private charities|Income differences do not need to be reduced,Republican|Democrat|Independent|None
203,corona_control,Coronavirus covid-19,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,6.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,1,Texas,2,19,0,0,3,2,3,5,Student,2.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,Carpet,Office,3,3,3.0,3.0,5.0,1.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,,1.0,"['', 'having_ambition_essential', 'talent_essential', 'hard_work_essential', 'wealthy_family_essential', 'luck_essential', 'connections_essential', 'good_education_essential', 'educated_parents_essential', 'political_influence_essential', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'more_opportunities_than_parents', 'enough_opportunities', 'low_earners_deserve_low', 'high_earners_deserve_high', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'private_charity_effective', 'govt_regulation_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'govt_transfers_effective']",DS_Reverse,EO_Reverse,LHW_Reverse,ED,ISP,GT_Reverse,GMC_Reverse,Demographics_End,Parents_End,Coronavirus_Reverse,High income individuals themselves|Government|Private charities|Major companies|Low income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
206,corona_control,Jscsbkebhs zmcsmm V khdmdjnehhsmsga,4.0,1.0,5.0,5.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1,Indiana,2,22,0,0,2,1,4,5,Gmegkldfgekdshkr,1.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,3.0,Men fvbdngdjvshjrnd,Bd yuk BBC sjj hi kfyut,1,4,1.0,5.0,1.0,1.0,5.0,4.0,1.0,0,0,0,0,1,0,0,0,,4.0,"['private_charity_effective', 'govt_regulation_effective', 'govt_transfers_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'enough_opportunities', 'more_opportunities_than_parents', 'high_earners_deserve_high', 'low_earners_deserve_low', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'people_poor_because_laziness', 'hard_work_brings_better_life', '', 'political_influence_essential', 'connections_essential', 'luck_essential', 'hard_work_essential', 'having_ambition_essential', 'talent_essential', 'wealthy_family_essential', 'good_education_essential', 'educated_parents_essential']",DS_Reverse,EO_Reverse,LHW_Reverse,ED_Reverse,ISP,GT_Reverse,GMC_Reverse,Demographics_End,Parents_End,Coronavirus,Major companies|Private charities|Low income individuals themselves|High income individuals themselves|Government|Income differences do not need to be reduced,Republican|Democrat|Independent|None
207,corona_class_ineq,covid effects on blacks and low income are more severe,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,5.0,7.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,6.0,5.0,1,South Carolina,1,64,1,0,1,2,3,6,retired,5.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,machinist,elderly care,1,3,2.0,4.0,4.0,1.0,4.0,4.0,5.0,0,0,0,0,0,0,1,0,,4.0,"['low_earners_deserve_low', 'high_earners_deserve_high', '', 'luck_essential', 'good_education_essential', 'hard_work_essential', 'wealthy_family_essential', 'political_influence_essential', 'having_ambition_essential', 'talent_essential', 'educated_parents_essential', 'connections_essential', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'more_opportunities_than_parents', 'enough_opportunities', 'educ_policies_effective', 'progressive_taxes_effective', 'govt_transfers_effective', 'private_charity_effective', 'govt_regulation_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible']",DS,EO,LHW_Reverse,ED,ISP,GT_Reverse,GMC,Demographics_End,Parents_End,Coronavirus,Government|Private charities|Major companies|Low income individuals themselves|High income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
208,corona_class_ineq,It was about the Cronona virus and how people whom are black or hispanic are hit the hardest,2.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,5.0,3.0,1,Connecticut,2,69,0,0,1,10,6,6,retiree,5.0,3.0,1.0,2.0,4.0,3.0,2.0,5.0,3.0,my dad was a factory machine operator he passed before he had an opportunity to retire,"my mom was a stay at home mom, worked in a factory evenings and then started her own business at home as a dressmaker then she did alterations.  She retired at 90",2,2,3.0,5.0,5.0,1.0,4.0,5.0,2.0,0,0,0,0,1,0,1,0,,7.0,"['', 'wealthy_family_essential', 'talent_essential', 'hard_work_essential', 'political_influence_essential', 'luck_essential', 'educated_parents_essential', 'connections_essential', 'having_ambition_essential', 'good_education_essential', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'more_opportunities_than_parents', 'enough_opportunities', 'low_earners_deserve_low', 'high_earners_deserve_high', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'private_charity_effective', 'govt_regulation_effective', 'educ_policies_effective', 'govt_transfers_effective', 'progressive_taxes_effective']",DS,EO_Reverse,LHW_Reverse,ED,ISP,GT_Reverse,GMC,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus_Reverse,High income individuals themselves|Government|Private charities|Low income individuals themselves|Major companies|Income differences do not need to be reduced,Republican|Democrat|Independent|None
